trajectory_id,split,index,du,dv,k,ic_seed,nfev,max_abs_state,final_mean_u,final_mean_v,final_std_u,final_std_v
v2-training-0029,training,29,0.0008607917046006268,0.0047788909489088205,0.005251164133848156,20460951,4529,1.6088054180145264,-0.018158599734306335,-0.018276510760188103,0.4687613546848297,0.23581582307815552
v2-training-0030,training,30,0.0008863611382613326,0.005242720737245514,0.005134685008591473,20460952,4853,1.5497928857803345,-0.01872069388628006,-0.01886529102921486,0.48232921957969666,0.22704073786735535
v2-training-0031,training,31,0.0009093697692240502,0.004537037240569589,0.004946272237591764,20460953,4361,1.3231900930404663,-0.01325307972729206,-0.013295474462211132,0.449619323015213,0.22648712992668152
v2-training-0032,training,32,0.0011134193044293982,0.005774147491123332,0.005601024309975514,20460954,5105,1.6022086143493652,-0.02534438855946064,-0.025365209206938744,0.4536499083042145,0.22490784525871277
v2-training-0033,training,33,0.001110058295978718,0.004040893493782772,0.004271668345562232,20460955,3917,1.2985039949417114,-0.02639029547572136,-0.0264833252876997,0.38484737277030945,0.22369219362735748
v2-training-0034,training,34,0.0009077867896756628,0.005392969462706075,0.004893238084640408,20460956,4949,2.222886323928833,-0.019468650221824646,-0.019466793164610863,0.4819704294204712,0.22641034424304962
v2-training-0035,training,35,0.0008715560864806629,0.0043058571517642225,0.005075034311562132,20460957,4121,1.330259919166565,-0.018424056470394135,-0.018558582291007042,0.4501339793205261,0.23359446227550507
v2-training-0036,training,36,0.0010665537694893568,0.005604241792061058,0.005584490187933874,20460958,5093,1.3907667398452759,-0.022399362176656723,-0.02246185950934887,0.45876213908195496,0.2316969335079193
v2-training-0037,training,37,0.0008951705088358974,0.0040748153737135,0.004661198488264505,20460959,4205,1.6190683841705322,-0.020081020891666412,-0.020278889685869217,0.4343106150627136,0.23649735748767853
v2-training-0038,training,38,0.0011305847059275755,0.005695288222419841,0.005362899209809146,20460960,5081,1.8961557149887085,-0.012937787920236588,-0.012923280708491802,0.4526866674423218,0.2269955277442932
v2-training-0039,training,39,0.0010285753993150078,0.005320902146468548,0.005692023062390682,20460961,4853,1.9600062370300293,-0.016021668910980225,-0.016105027869343758,0.45856979489326477,0.223723366856575
v2-training-0040,training,40,0.0009050035483764244,0.005988528071913006,0.0054468307605020656,20460962,5369,1.6027891635894775,-0.022542664781212807,-0.022543206810951233,0.5032672882080078,0.21582697331905365
v2-training-0041,training,41,0.0008972228369005858,0.005338180757556929,0.004283380452045416,20460963,4877,1.4577505588531494,-0.017186593264341354,-0.01725948043167591,0.48736372590065,0.2295995056629181
v2-training-0042,training,42,0.0009335817721099225,0.005787292609938887,0.004260888451973277,20460964,5057,1.3687427043914795,-0.017989810556173325,-0.018038269132375717,0.48979246616363525,0.22174060344696045
v2-training-0043,training,43,0.0008452738012490724,0.004908663875661163,0.004937446899614671,20460965,4613,2.216601848602295,-0.014377901330590248,-0.014356187544763088,0.47990986704826355,0.23566029965877533
