trajectory_index,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_30,time_31,time_32,time_33,time_34,time_35,time_36,time_37,time_38,time_39,time_40,time_41,time_42,time_43,time_44,time_45,time_46,time_47,time_48,time_49,time_50,time_51,time_52,time_53,time_54,time_55,time_56,time_57,time_58,time_59,time_60,time_61,time_62,time_63,time_64,time_65,time_66,time_67,time_68,time_69,time_70,time_71,time_72,time_73,time_74,time_75,time_76,time_77,time_78,time_79,time_80,time_81,time_82,time_83,time_84,time_85,time_86,time_87,time_88,time_89,time_90,time_91,time_92,time_93,time_94,time_95,time_96,time_97,time_98,time_99,time_100
32,0.0,0.022086877,0.025985276,0.029161261,0.034466997,0.04135205,0.049185824,0.057538506,0.066027895,0.074324265,0.08218125,0.08945706,0.09612707,0.1022722,0.10803874,0.11356469,0.11891782,0.12408631,0.12901399,0.1336507,0.13798761,0.14204675,0.1458641,0.14948928,0.15298519,0.15643154,0.15991467,0.16350743,0.16725029,0.17114349,0.1751543,0.17923157,0.18331887,0.18736412,0.19132511,0.19517212,0.19888802,0.20246737,0.20591363,0.20923632,0.21244803,0.21556233,0.21859218,0.22154914,0.22444288,0.22728115,0.2300699,0.23281366,0.2355157,0.23817852,0.24080405,0.24339387,0.2459492,0.24847107,0.25096032,0.25341758,0.25584334,0.25823805,0.26060212,0.26293612,0.26524085,0.2675174,0.2697673,0.27199256,0.27419534,0.27637812,0.27854353,0.28069425,0.28283286,0.28496182,0.2870833,0.2891992,0.29131112,0.29342,0.2955266,0.29763126,0.2997341,0.30183485,0.3039332,0.3060289,0.30812156,0.31021112,0.31229758,0.3143811,0.31646237,0.31854215,0.3206217,0.32270256,0.32478648,0.32687542,0.32897145,0.3310763,0.3331912,0.3353166,0.3374517,0.3395944,0.3417411,0.3438872,0.3460273,0.34815577,0.3502675
33,0.0,0.021054035,0.026957072,0.03185763,0.03790931,0.043904506,0.049693592,0.05521529,0.060456675,0.06553079,0.07059416,0.075853854,0.081540614,0.0878544,0.094882764,0.10248419,0.11029808,0.11785519,0.12474504,0.13094388,0.136922,0.14336261,0.15069063,0.1589022,0.16766909,0.1765377,0.18510361,0.19310617,0.20044255,0.20713392,0.21327598,0.21899341,0.22440845,0.2296236,0.23471552,0.23973472,0.2447086,0.24964565,0.25454116,0.25938267,0.26415524,0.26884618,0.2734481,0.27796033,0.28238854,0.28674307,0.29103628,0.2952794,0.29948074,0.30364475,0.3077725,0.31186178,0.3159074,0.31990156,0.32383582,0.3277038,0.33150366,0.33523732,0.3389089,0.34252328,0.34608582,0.34960216,0.3530785,0.35652152,0.35993835,0.36333695,0.36672547,0.37011194,0.37350288,0.37690228,0.38030973,0.38371918,0.38711792,0.39048782,0.39380705,0.39705402,0.40021023,0.40326312,0.40620652,0.4090405,0.4117701,0.4144035,0.4169506,0.41942188,0.42182764,0.4241775,0.4264802,0.4287439,0.43097574,0.43318257,0.43537065,0.4375459,0.4397139,0.44188002,0.44404918,0.44622558,0.44841284,0.4506134,0.45282838,0.455057,0.457297
34,0.0,0.029561184,0.030604076,0.034106214,0.039187077,0.04570082,0.05318342,0.061231755,0.06945324,0.07755244,0.08546556,0.09332386,0.101361334,0.10976099,0.11845292,0.1271011,0.1351559,0.14218767,0.14839725,0.15435371,0.16048223,0.16692193,0.17359588,0.18030387,0.18686017,0.19317676,0.1992448,0.20508374,0.2107053,0.21611029,0.22129802,0.22627112,0.23103696,0.23561002,0.24001314,0.24427672,0.24843587,0.2525268,0.256583,0.26063207,0.26469308,0.2687744,0.2728734,0.27697718,0.28106493,0.28511214,0.2890948,0.29299334,0.29679444,0.30049175,0.30408487,0.30757776,0.3109769,0.31429,0.31752467,0.32068795,0.323786,0.3268238,0.32980543,0.33273426,0.33561286,0.33844334,0.34122762,0.34396726,0.34666386,0.349319,0.35193428,0.35451135,0.35705194,0.3595578,0.36203074,0.3644724,0.3668841,0.36926705,0.3716218,0.37394857,0.37624747,0.3785191,0.3807646,0.38298574,0.38518474,0.38736406,0.38952643,0.39167473,0.3938125,0.39594406,0.3980748,0.40021116,0.40235996,0.40452468,0.40670055,0.40887415,0.41103178,0.413168,0.41528407,0.41738328,0.41946822,0.42154086,0.42360243,0.425654,0.42769626
35,0.0,0.022745231,0.029607808,0.0339978,0.03922222,0.04501809,0.050924104,0.056856956,0.0629047,0.069232985,0.07599452,0.08321843,0.0907674,0.09834742,0.10556108,0.11204651,0.11768268,0.122754775,0.12786028,0.1334271,0.13939436,0.14546487,0.15141952,0.1571818,0.16276218,0.168166,0.17335907,0.17830144,0.18298467,0.18743671,0.19170874,0.19586134,0.19995476,0.20404005,0.20815316,0.21231453,0.21653335,0.22081284,0.22515479,0.22956201,0.23403889,0.23859015,0.24321799,0.24791868,0.25267917,0.25747687,0.2622824,0.2670658,0.27180275,0.2764785,0.28108832,0.28563467,0.29012424,0.2945645,0.2989617,0.30331942,0.3076383,0.31191674,0.3161518,0.32033983,0.32447654,0.3285573,0.33257753,0.33653358,0.34042346,0.34424686,0.34800467,0.3516988,0.35533172,0.35890597,0.36242408,0.36588803,0.36929956,0.3726599,0.37597018,0.37923136,0.38244444,0.38561088,0.3887323,0.39181113,0.3948501,0.3978526,0.40082228,0.40376312,0.40667892,0.40957376,0.41245183,0.41531697,0.41817352,0.42102578,0.4238783,0.426736,0.42960423,0.4324887,0.435396,0.43833303,0.44130746,0.44432744,0.44740108,0.450536,0.45373812
36,0.0,0.021458546,0.027469246,0.031264424,0.035288643,0.039988976,0.045585904,0.051950842,0.058872167,0.06618872,0.07373679,0.08132464,0.08878703,0.09606448,0.10324114,0.11048706,0.1179591,0.12575902,0.13389158,0.14221805,0.15049236,0.15846208,0.16597633,0.17303751,0.17977034,0.18633844,0.19286479,0.19939354,0.20589161,0.21227,0.2184168,0.2242309,0.2296415,0.23461165,0.23913331,0.24321993,0.24689947,0.2502102,0.25319728,0.25591102,0.25840494,0.26073447,0.26295528,0.26512042,0.26727796,0.26946852,0.27172396,0.2740664,0.2765083,0.27905488,0.2817062,0.28445905,0.28730714,0.29024315,0.2932596,0.29634959,0.29950717,0.3027273,0.30600628,0.3093411,0.31272987,0.31617126,0.3196646,0.32320973,0.32680687,0.33045658,0.33415982,0.33791748,0.3417305,0.34559935,0.34952375,0.35350215,0.3575316,0.36160734,0.36572355,0.36987284,0.37404832,0.37824354,0.38245377,0.38667607,0.39090943,0.3951541,0.39941087,0.40368113,0.40796643,0.41226864,0.4165901,0.42093372,0.42530304,0.42970273,0.43413752,0.43861195,0.44312912,0.44768992,0.45229208,0.4569294,0.4615922,0.4662684,0.4709446,0.47560805,0.480247
37,0.0,0.021261929,0.027687835,0.033146407,0.03969729,0.046415936,0.05304498,0.059855457,0.06724809,0.07539048,0.08417863,0.09335484,0.102613255,0.111657426,0.12021368,0.12803343,0.13491935,0.14077444,0.14562048,0.14955333,0.15269056,0.15517725,0.15721975,0.15907663,0.16101228,0.16325888,0.1659997,0.16936189,0.17341278,0.17816183,0.18356925,0.18955928,0.19603406,0.2028841,0.2099941,0.2172479,0.22453763,0.23177335,0.23888847,0.24584003,0.25260487,0.25917524,0.26555404,0.27175146,0.27778178,0.2836615,0.28940815,0.29503927,0.30057168,0.30602145,0.311403,0.31672955,0.32201236,0.32726136,0.3324849,0.33769014,0.34288326,0.34806997,0.3532558,0.3584465,0.36364865,0.36886954,0.37411758,0.3794018,0.3847311,0.39011183,0.39554447,0.40101835,0.40650982,0.41198453,0.41740337,0.42272723,0.42792168,0.43296033,0.43782628,0.4425124,0.44702005,0.45135722,0.45553604,0.4595706,0.46347558,0.46726504,0.47095227,0.474549,0.4780654,0.4815101,0.48489043,0.48821244,0.49148107,0.49470064,0.4978747,0.5010065,0.5040988,0.50715405,0.5101745,0.5131623,0.51611936,0.51904756,0.5219485,0.52482384,0.52767533
38,0.0,0.035518568,0.033833332,0.03857432,0.04620578,0.05451931,0.06282616,0.07114881,0.07970952,0.088594444,0.09764608,0.10660405,0.11528003,0.12364811,0.1318455,0.14011744,0.14872299,0.15781967,0.16737324,0.17714967,0.18679549,0.19594462,0.20429747,0.21166453,0.21798362,0.2233134,0.2278044,0.23165648,0.2350749,0.23824093,0.2412997,0.24435893,0.24749218,0.2507452,0.25414366,0.2577004,0.2614212,0.26530826,0.26936132,0.27357757,0.2779509,0.2824718,0.28712752,0.29190382,0.29678407,0.3017472,0.3067689,0.31182694,0.3169053,0.32199296,0.3270799,0.33215404,0.3372009,0.34220383,0.3471444,0.35200408,0.35676518,0.36141244,0.36593392,0.37032157,0.37457183,0.37868455,0.3826632,0.38651323,0.39024204,0.39385766,0.39736858,0.40078315,0.40410933,0.40735462,0.4105259,0.41362938,0.41667104,0.4196561,0.42258942,0.4254757,0.42831922,0.43112415,0.43389443,0.43663386,0.43934608,0.4420345,0.4447026,0.44735333,0.44998974,0.45261455,0.45523018,0.45783898,0.46044317,0.4630447,0.4656454,0.46824703,0.47085124,0.47345942,0.47607303,0.47869313,0.48132074,0.48395666,0.48660162,0.489256,0.49192026
39,0.0,0.028656987,0.03461838,0.039012782,0.04380988,0.048650693,0.05332423,0.05796197,0.06274941,0.06780609,0.0731498,0.07870814,0.08437339,0.09005044,0.09568726,0.10127738,0.10684584,0.11242544,0.11802122,0.12357995,0.12899467,0.13415025,0.13897571,0.14347912,0.14774486,0.15189357,0.15603463,0.16023493,0.16450688,0.16881458,0.17309302,0.17727181,0.18129495,0.18513106,0.18877542,0.19224545,0.19557418,0.19880338,0.20197822,0.2051423,0.20833404,0.21158282,0.2149061,0.21830717,0.221775,0.22528628,0.22881047,0.23231666,0.23578034,0.23918828,0.24254014,0.24584706,0.24912849,0.2524076,0.2557072,0.25904548,0.26243332,0.26587236,0.26935503,0.27286637,0.27638698,0.2798965,0.28337678,0.2868138,0.29019842,0.29352614,0.2967963,0.3000109,0.30317342,0.3062882,0.30935946,0.31239107,0.3153863,0.31834775,0.32127738,0.32417643,0.32704574,0.32988566,0.33269638,0.33547765,0.3382293,0.340951,0.3436425,0.34630352,0.34893382,0.35153323,0.35410172,0.35663912,0.35914555,0.36162114,0.36406597,0.3664803,0.36886448,0.37121865,0.3735433,0.37583876,0.3781054,0.38034377,0.38255432,0.38473752,0.38689393
40,0.0,0.022583371,0.02489235,0.029316029,0.03452437,0.040082503,0.045707934,0.051236704,0.056654125,0.06197855,0.06718016,0.07218094,0.0768946,0.081260346,0.08525986,0.08892281,0.092315376,0.09551872,0.09861176,0.10166224,0.10472544,0.10784668,0.111064084,0.11440978,0.117909715,0.12158281,0.1254392,0.12947822,0.13368759,0.13804509,0.1425228,0.14709182,0.15172628,0.1564057,0.16111578,0.1658484,0.17060107,0.1753762,0.18017969,0.18501851,0.18989761,0.1948165,0.19976641,0.20472886,0.20967631,0.21457508,0.21939053,0.22409151,0.22865446,0.2330646,0.2373158,0.24140874,0.24534924,0.24914673,0.25281313,0.25636163,0.25980598,0.26315928,0.2664337,0.2696399,0.27278715,0.27588308,0.278934,0.28194502,0.2849204,0.2878637,0.29077792,0.2936655,0.29652852,0.29936874,0.3021876,0.30498645,0.30776668,0.31052962,0.31327665,0.31600925,0.31872877,0.3214367,0.32413432,0.32682315,0.32950455,0.3321799,0.33485064,0.3375183,0.34018463,0.34285098,0.34551755,0.34818244,0.3508417,0.35349062,0.35612562,0.35874596,0.36135337,0.36395127,0.36654368,0.36913463,0.37172815,0.3743283,0.37693933,0.37956595,0.38221335
41,0.0,0.024492113,0.032037474,0.040858783,0.049205687,0.056400437,0.062705666,0.068653375,0.074540175,0.08054034,0.08679627,0.09346014,0.100691624,0.10863417,0.117385045,0.12695572,0.1372164,0.14784086,0.1583104,0.1680341,0.17654091,0.18360922,0.18927267,0.19376323,0.19743283,0.20066054,0.20377463,0.20701796,0.21055141,0.21446872,0.21880941,0.22356904,0.22870871,0.23416431,0.23985533,0.24569438,0.2515963,0.25748444,0.26329458,0.2689763,0.2744933,0.2798225,0.28495172,0.2898773,0.2946018,0.29913136,0.303475,0.30764282,0.3116457,0.31549445,0.3191997,0.32277155,0.32621956,0.3295524,0.3327783,0.33590463,0.3389381,0.34188476,0.3447503,0.3475396,0.35025737,0.3529076,0.3554941,0.3580203,0.36048922,0.36290365,0.36526623,0.36757925,0.36984494,0.37206534,0.3742425,0.37637857,0.37847564,0.38053623,0.3825629,0.38455865,0.3865267,0.38847065,0.39039427,0.3923015,0.39419618,0.39608225,0.3979632,0.39984244,0.4017229,0.40360713,0.40549746,0.4073957,0.40930346,0.41122228,0.41315323,0.41509762,0.4170565,0.41903087,0.42102185,0.42303047,0.42505768,0.42710432,0.42917106,0.43125823,0.43336636
42,0.0,0.022688212,0.027691975,0.032300778,0.03800895,0.04391942,0.05030107,0.057355635,0.06502092,0.073136576,0.08150273,0.08991642,0.09822141,0.10635204,0.114420526,0.1227853,0.1318575,0.1417546,0.15205938,0.16193554,0.17057677,0.17757331,0.18294153,0.18695083,0.1899492,0.19226158,0.19414999,0.19580922,0.19737919,0.19896255,0.20064181,0.20249021,0.20457558,0.20695618,0.20966886,0.21271072,0.21603386,0.21956366,0.2232236,0.2269496,0.23069361,0.23442191,0.23811166,0.24174824,0.24532333,0.24883364,0.25227964,0.25566468,0.25899398,0.26227403,0.26551178,0.26871443,0.27188912,0.2750424,0.27818054,0.28130925,0.28443408,0.28756005,0.29069185,0.29383388,0.29698992,0.30016336,0.3033569,0.30657217,0.3098101,0.3130703,0.31635112,0.31964973,0.3229621,0.3262833,0.32960784,0.33293012,0.33624482,0.33954754,0.34283474,0.34610426,0.34935498,0.35258713,0.35580173,0.35900065,0.36218622,0.36536118,0.36852852,0.37169105,0.3748518,0.3780135,0.3811789,0.38435054,0.3875308,0.390722,0.39392608,0.39714482,0.40037972,0.40363207,0.4069027,0.4101923,0.41350126,0.41682962,0.42017695,0.42354262,0.42692548
43,0.0,0.022465112,0.027501293,0.029920772,0.03306265,0.037426624,0.04281395,0.048851833,0.055462867,0.06271486,0.07064083,0.07927705,0.08868633,0.09892854,0.10994116,0.121302806,0.13214196,0.14145947,0.14866911,0.15386173,0.15757349,0.16043696,0.1629606,0.16546476,0.16811794,0.1709828,0.17405364,0.17728744,0.18062745,0.18401769,0.18741058,0.19076969,0.19407001,0.19729723,0.20044656,0.20352177,0.20653369,0.20949794,0.21243253,0.21535546,0.21828291,0.22122844,0.22420292,0.22721514,0.2302723,0.23338053,0.23654516,0.23977087,0.24306196,0.24642196,0.2498531,0.25335494,0.2569235,0.2605501,0.2642215,0.26792008,0.2716253,0.2753154,0.27896908,0.28256768,0.28609633,0.2895446,0.29290694,0.29618168,0.29937077,0.30247876,0.3055117,0.30847672,0.31138095,0.31423157,0.3170351,0.31979746,0.32252377,0.32521862,0.32788563,0.33052805,0.33314842,0.33574894,0.33833143,0.34089735,0.343448,0.34598437,0.3485074,0.35101792,0.35351652,0.35600388,0.35848057,0.36094704,0.36340395,0.36585167,0.36829084,0.3707219,0.3731455,0.3755622,0.37797266,0.3803777,0.38277802,0.38517457,0.38756832,0.3899606,0.39235258
44,0.0,0.021773834,0.02652471,0.03046853,0.03494749,0.039795652,0.045047816,0.05072238,0.056744043,0.06299618,0.06938465,0.075913206,0.08270357,0.08991505,0.09763678,0.105817854,0.11427133,0.12274419,0.13101068,0.13895516,0.1466132,0.15412474,0.16162406,0.16914117,0.17658561,0.18382607,0.1907718,0.19739734,0.2037299,0.20982113,0.21571867,0.22145393,0.22704355,0.2324947,0.23781084,0.24299532,0.24805331,0.25299168,0.25781843,0.2625416,0.2671688,0.27170625,0.27615893,0.28053036,0.28482288,0.28903803,0.29317668,0.29723954,0.30122736,0.30514112,0.30898216,0.31275228,0.31645373,0.32008934,0.32366237,0.32717627,0.3306346,0.33404103,0.33739907,0.34071213,0.34398335,0.3472157,0.35041204,0.3535748,0.3567064,0.35980913,0.36288503,0.36593604,0.36896428,0.3719716,0.37496015,0.37793192,0.38088915,0.38383394,0.3867686,0.3896954,0.3926164,0.39553374,0.39844933,0.4013648,0.4042814,0.40719977,0.41012022,0.41304252,0.41596654,0.41889268,0.42182174,0.42475468,0.42769256,0.43063635,0.4335863,0.43654275,0.4395059,0.4424765,0.44545552,0.44844487,0.4514468,0.4544639,0.4574988,0.46055418,0.46363282
45,0.0,0.02448483,0.028591791,0.033824235,0.0386761,0.043740507,0.049315587,0.055352375,0.06151467,0.06756754,0.0734743,0.07931579,0.08518511,0.09114871,0.09726371,0.10359862,0.110215016,0.117087945,0.12400489,0.1305651,0.13636056,0.14120978,0.1452226,0.14866857,0.15182608,0.15490212,0.15801197,0.16119137,0.16442345,0.16766761,0.17088252,0.17403814,0.17711759,0.18011321,0.18302274,0.18584749,0.18859175,0.19126233,0.19386822,0.19641966,0.19892696,0.20139925,0.20384352,0.20626424,0.2086635,0.21104178,0.21339872,0.21573411,0.21804816,0.22034189,0.22261687,0.22487515,0.2271189,0.2293503,0.23157133,0.23378372,0.23598896,0.23818825,0.24038261,0.24257287,0.24475971,0.24694376,0.24912545,0.25130522,0.2534832,0.25565952,0.25783408,0.26000664,0.2621769,0.26434448,0.266509,0.26867,0.27082717,0.27298018,0.27512902,0.27727357,0.279414,0.28155074,0.28368422,0.28581527,0.28794482,0.2900742,0.29220483,0.2943385,0.2964774,0.29862407,0.30078125,0.30295214,0.30513987,0.30734754,0.30957764,0.31183168,0.31410977,0.31641003,0.31872877,0.32106072,0.32339966,0.32573932,0.32807413,0.33039978,0.33271357
46,0.0,0.022314183,0.026530381,0.030864485,0.036804743,0.042809334,0.04819024,0.053304546,0.058667,0.06463175,0.07129001,0.07849144,0.085940234,0.093298994,0.10029249,0.10678471,0.112830125,0.11867798,0.12463528,0.13089426,0.13741612,0.14396118,0.15023333,0.15601748,0.1612405,0.16595848,0.1703053,0.17443833,0.17850031,0.18260266,0.18682408,0.19121763,0.19581974,0.20065771,0.2057541,0.21112823,0.21679445,0.22275782,0.22900842,0.23551552,0.24222687,0.24907473,0.2559847,0.26287943,0.26967928,0.27630866,0.28270695,0.28883493,0.29467657,0.30023694,0.30553725,0.31060848,0.3154842,0.3201946,0.32476315,0.32920435,0.33352363,0.33772022,0.341792,0.3457394,0.34956637,0.35327926,0.35688558,0.36039275,0.36380777,0.36713684,0.37038594,0.3735608,0.37666687,0.37970936,0.38269317,0.3856228,0.38850206,0.39133468,0.39412385,0.3968725,0.3995834,0.40225938,0.40490338,0.40751898,0.41011032,0.41268227,0.4152405,0.41779074,0.42033863,0.422889,0.42544472,0.4280071,0.43057543,0.43314758,0.4357206,0.43829122,0.44085646,0.4434139,0.4459617,0.4484989,0.45102492,0.45353973,0.4560437,0.45853728,0.46102136
47,0.0,0.020282963,0.02543744,0.030059423,0.03580152,0.041873023,0.048095156,0.054199163,0.060066763,0.06575306,0.07129146,0.076622404,0.081661545,0.086372264,0.0907874,0.095004804,0.099167235,0.103438735,0.107970595,0.11286407,0.118164636,0.12387661,0.12997597,0.136416,0.14312991,0.15005092,0.15712625,0.16429073,0.17144781,0.17849188,0.18533485,0.19192225,0.19824615,0.20435008,0.21031897,0.21625811,0.22226912,0.22842988,0.23478347,0.24133657,0.2480654,0.2549277,0.2618749,0.26886,0.27584013,0.2827771,0.28963804,0.29639626,0.30303353,0.30954126,0.31591895,0.3221709,0.3283026,0.33431786,0.34021726,0.34599808,0.35165513,0.35718185,0.36257133,0.36781666,0.37291172,0.37785178,0.38263363,0.38725612,0.39172035,0.39602983,0.40019038,0.40420994,0.40809864,0.41186824,0.4155317,0.41910255,0.422595,0.4260228,0.42939955,0.43273807,0.43604976,0.43934444,0.4426297,0.44591072,0.44918987,0.45246765,0.45574287,0.45901346,0.4622771,0.4655315,0.46877447,0.4720044,0.47522026,0.4784212,0.4816072,0.4847783,0.4879347,0.4910769,0.49420515,0.49731988,0.50042146,0.50351024,0.5065863,0.5096499,0.51270115
48,0.0,0.021251982,0.023168333,0.026475973,0.03096471,0.036059503,0.04153467,0.04712276,0.052635603,0.057965748,0.063023545,0.06776236,0.07221467,0.076480694,0.08068592,0.084935196,0.0892827,0.09373249,0.09825204,0.102785975,0.10728901,0.11172894,0.11608018,0.120341375,0.1245252,0.12864144,0.13269673,0.13669962,0.14066193,0.1445963,0.14851436,0.15242676,0.15634432,0.1602789,0.16424333,0.16825004,0.17230925,0.17642656,0.18060072,0.18481976,0.189061,0.19330026,0.19751988,0.20170885,0.20586325,0.20998691,0.2140898,0.2181858,0.22229005,0.22641684,0.23057872,0.23478593,0.23904635,0.24336515,0.24774416,0.252181,0.25666833,0.26119325,0.26573795,0.27028066,0.27479795,0.27926716,0.28366882,0.28798822,0.29221627,0.296349,0.3003866,0.3043322,0.30819052,0.31196725,0.31566808,0.3192983,0.32286265,0.32636532,0.32980976,0.33319888,0.33653498,0.33982015,0.34305614,0.34624448,0.34938693,0.35248503,0.35554045,0.35855493,0.3615303,0.3644685,0.36737123,0.37024057,0.37307826,0.3758862,0.37866625,0.3814201,0.38414955,0.38685644,0.3895423,0.392209,0.39485803,0.3974911,0.40010968,0.40271533,0.40530953
49,0.0,0.024281515,0.030071443,0.034320448,0.039198056,0.044662442,0.050308276,0.056465805,0.06368809,0.072251685,0.081944406,0.09222379,0.10249192,0.112279184,0.121327095,0.12960115,0.13723573,0.14444025,0.15142378,0.15836278,0.16539465,0.17261596,0.18008971,0.18785706,0.19593167,0.2042811,0.21280815,0.22134276,0.22966337,0.2375465,0.2448177,0.25137967,0.25721377,0.26236445,0.26691604,0.270969,0.27462137,0.27795833,0.28105164,0.28396523,0.28676143,0.2895016,0.29224402,0.2950408,0.29793555,0.30096415,0.30415648,0.30753663,0.31112292,0.31492624,0.31894583,0.3231629,0.32753563,0.33200157,0.33648887,0.3409303,0.3452733,0.34948325,0.35354292,0.35744834,0.36120522,0.3648251,0.36832196,0.37171048,0.37500435,0.3782157,0.38135517,0.38443157,0.38745245,0.3904241,0.39335206,0.3962411,0.39909568,0.4019196,0.4047162,0.4074881,0.41023704,0.41296425,0.41567034,0.4183559,0.42102194,0.42366967,0.42630073,0.42891675,0.43151936,0.4341102,0.4366903,0.43926087,0.44182253,0.4443757,0.4469204,0.4494565,0.45198372,0.45450157,0.45700943,0.45950687,0.46199328,0.4644681,0.466931,0.4693816,0.47181973
50,0.0,0.023431798,0.028198363,0.032156374,0.036921587,0.042833056,0.04962545,0.056822404,0.0640268,0.07100264,0.07763908,0.08392939,0.08992739,0.09569419,0.101258926,0.10661137,0.111735806,0.116647385,0.12139728,0.12605126,0.13066491,0.13526917,0.13986848,0.14444834,0.14898607,0.15346186,0.15786536,0.16219443,0.1664483,0.17062093,0.17469935,0.17866571,0.18250048,0.18618563,0.18970871,0.19306602,0.19626367,0.19931479,0.20223625,0.2050459,0.20776074,0.21039617,0.21296553,0.21548001,0.21794875,0.22037919,0.22277766,0.22515003,0.22750226,0.22983971,0.23216687,0.2344867,0.236801,0.23911063,0.24141568,0.24371591,0.24601047,0.24829797,0.25057626,0.2528424,0.25509295,0.25732478,0.25953558,0.26172403,0.2638898,0.26603314,0.26815474,0.27025548,0.27233636,0.27439824,0.2764421,0.2784687,0.2804789,0.28247342,0.28445297,0.2864182,0.28836972,0.2903082,0.29223418,0.29414806,0.29605043,0.29794168,0.29982227,0.30169252,0.30355275,0.30540323,0.30724433,0.30907625,0.31089923,0.31271353,0.3145194,0.316317,0.3181066,0.3198884,0.32166272,0.3234296,0.32518944,0.32694238,0.3286888,0.3304289,0.3321629
51,0.0,0.036093835,0.028882233,0.030859422,0.03529763,0.040861256,0.046749473,0.052612513,0.058398403,0.0641982,0.07008244,0.07603848,0.08200789,0.087929204,0.09374901,0.0994321,0.10497168,0.11037835,0.1156654,0.12087035,0.12606925,0.13134514,0.13676092,0.14235847,0.14816764,0.15420704,0.16047016,0.16691254,0.17346172,0.1800434,0.18659575,0.1930681,0.19941847,0.2056121,0.21162114,0.21742572,0.22301558,0.2283911,0.23356237,0.23854637,0.24336396,0.24803725,0.2525878,0.2570356,0.26139852,0.26569206,0.26992953,0.27412242,0.27828062,0.28241265,0.28652617,0.29062784,0.29472345,0.29881832,0.30291706,0.30702415,0.3111437,0.3152798,0.3194364,0.32361716,0.32782516,0.33206272,0.33633098,0.34062937,0.34495547,0.34930453,0.3536694,0.35804033,0.36240554,0.3667515,0.37106374,0.37532818,0.3795323,0.38366574,0.38772047,0.39169034,0.3955709,0.39935955,0.40305614,0.40666306,0.41018462,0.41362673,0.41699597,0.42029923,0.42354304,0.42673364,0.42987627,0.43297505,0.4360328,0.43905154,0.4420327,0.4449781,0.44789043,0.45077324,0.45363128,0.45646933,0.459292,0.46210307,0.4649056,0.4677017,0.47049347
52,0.0,0.018968001,0.02351828,0.026592942,0.030626303,0.03579636,0.04185653,0.048272043,0.054603014,0.06061491,0.066259265,0.071586855,0.076680906,0.0816297,0.086517125,0.091412954,0.09636243,0.10138055,0.10645212,0.11153744,0.11658141,0.12152395,0.12631138,0.13090597,0.1352899,0.13946262,0.1434354,0.14722641,0.15085675,0.15434757,0.15771815,0.16098489,0.16416113,0.16725741,0.1702817,0.17323993,0.17613623,0.17897333,0.18175292,0.18447596,0.18714276,0.18975334,0.19230744,0.1948047,0.19724478,0.19962722,0.20195195,0.20421891,0.20642862,0.20858209,0.21068121,0.21272922,0.21473117,0.21669488,0.21863148,0.22055602,0.22248739,0.22444735,0.22645846,0.22854133,0.2307109,0.23297352,0.2353261,0.23775737,0.24025093,0.24278893,0.24535552,0.24793872,0.25053024,0.25312522,0.25572115,0.2583171,0.2609135,0.2635112,0.26611137,0.26871517,0.27132353,0.27393728,0.27655697,0.279183,0.28181568,0.2844551,0.2871013,0.2897542,0.29241377,0.29507983,0.29775226,0.30043083,0.3031155,0.30580604,0.30850238,0.31120452,0.3139124,0.31662616,0.31934592,0.32207182,0.32480422,0.32754344,0.3302899,0.33304402,0.33580637
53,0.0,0.021141903,0.024828995,0.027499452,0.0313939,0.036278293,0.041655544,0.04725287,0.052994166,0.05889735,0.06493881,0.07104223,0.077148005,0.08325167,0.08938841,0.09559862,0.10190801,0.1083257,0.11484981,0.12146999,0.1281628,0.13488466,0.14156663,0.14811338,0.15440902,0.16033563,0.16580155,0.17076509,0.17523965,0.17927933,0.18295605,0.18634291,0.18951146,0.19253874,0.1955117,0.19852097,0.20164476,0.20493422,0.20840964,0.21206716,0.21588819,0.21984656,0.22391212,0.22805215,0.23223227,0.23641782,0.24057561,0.24467655,0.24869743,0.25262243,0.25644344,0.26015913,0.26377353,0.26729414,0.27073023,0.2740915,0.2773872,0.28062528,0.2838122,0.28695297,0.29005128,0.29310986,0.29613027,0.29911363,0.3020611,0.3049746,0.30785707,0.31071225,0.3135442,0.31635725,0.31915548,0.32194313,0.32472423,0.32750264,0.33028215,0.33306643,0.33585894,0.33866334,0.34148297,0.3443213,0.34718183,0.35006803,0.35298347,0.3559319,0.35891712,0.3619431,0.3650138,0.36813343,0.37130573,0.37453476,0.3778236,0.38117495,0.38459015,0.38806883,0.3916088,0.39520508,0.39885,0.4025331,0.40624136,0.4099599,0.41367316
