trajectory_index,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_30,time_31,time_32,time_33,time_34,time_35,time_36,time_37,time_38,time_39,time_40,time_41,time_42,time_43,time_44,time_45,time_46,time_47,time_48,time_49,time_50,time_51,time_52,time_53,time_54,time_55,time_56,time_57,time_58,time_59,time_60,time_61,time_62,time_63,time_64,time_65,time_66,time_67,time_68,time_69,time_70,time_71,time_72,time_73,time_74,time_75,time_76,time_77,time_78,time_79,time_80,time_81,time_82,time_83,time_84,time_85,time_86,time_87,time_88,time_89,time_90,time_91,time_92,time_93,time_94,time_95,time_96,time_97,time_98,time_99,time_100
10,0.0,0.021663854,0.027050344,0.031232748,0.037282534,0.043987483,0.050843373,0.05782753,0.06475241,0.07136436,0.07745912,0.08291395,0.08772892,0.09205276,0.09619131,0.10049109,0.105179794,0.11031447,0.11581778,0.12156508,0.12745215,0.13341871,0.13944235,0.14552107,0.1516585,0.1578552,0.16410547,0.17039844,0.17671862,0.18304548,0.18935488,0.19562425,0.20183666,0.20798127,0.21405369,0.22005641,0.22599778,0.23188992,0.23774561,0.24357581,0.24938807,0.2551866,0.26097172,0.26673946,0.27248597,0.27821717,0.28395033,0.28970566,0.2954979,0.301333,0.30720916,0.3131188,0.31904918,0.3249826,0.3308967,0.33676606,0.34256408,0.34826592,0.35385132,0.35930806,0.36463353,0.36983547,0.37492993,0.3799365,0.3848724,0.38974914,0.39457062,0.39933482,0.40403646,0.40866917,0.41322714,0.41770598,0.4221026,0.42641544,0.43064418,0.43478942,0.43885282,0.44283682,0.4467446,0.45057997,0.45434713,0.4580507,0.4616953,0.4652858,0.46882674,0.47232276,0.475778,0.47919655,0.4825822,0.48593858,0.4892688,0.49257624,0.49586368,0.49913397,0.5023896,0.50563323,0.50886697,0.5120932,0.515314,0.5185314,0.52174747
11,0.0,0.024665315,0.028528519,0.03432406,0.041270692,0.04791323,0.054007918,0.059771743,0.06537765,0.0709093,0.0763881,0.081760295,0.086908564,0.09171108,0.09610134,0.10008233,0.1037087,0.10706421,0.110243924,0.1133413,0.116440006,0.119608134,0.122894555,0.12632678,0.12990825,0.13362426,0.1374522,0.14136711,0.14534917,0.14939065,0.15349671,0.15768091,0.1619592,0.16634518,0.17084749,0.17546915,0.1802073,0.18505436,0.18999845,0.19502448,0.20011505,0.20525126,0.21041317,0.21558046,0.2207323,0.22584786,0.2309076,0.23589578,0.24080247,0.24562357,0.25036025,0.2550175,0.25960344,0.2641291,0.26860717,0.27305108,0.2774743,0.28188807,0.28630042,0.29071474,0.29512918,0.29953718,0.30392885,0.30829325,0.31262052,0.3169037,0.32113945,0.32532793,0.32947147,0.33357352,0.33763695,0.3416638,0.34565473,0.34960908,0.35352525,0.35740033,0.36123106,0.365014,0.36874643,0.37242743,0.37605911,0.3796466,0.38319638,0.3867146,0.39020616,0.39367512,0.3971243,0.400556,0.40397212,0.40737423,0.41076416,0.41414335,0.41751364,0.4208768,0.42423475,0.42758957,0.43094352,0.43429872,0.43765774,0.4410233,0.4443986
12,0.0,0.027646221,0.032933403,0.03891517,0.04486124,0.051150825,0.05758385,0.063950814,0.070176,0.0762232,0.08209548,0.08781258,0.09339195,0.09885074,0.10421602,0.109534286,0.11486649,0.12025585,0.12569997,0.13115948,0.13656867,0.14183424,0.14685129,0.1515363,0.15584289,0.15975997,0.16332142,0.16657905,0.16958657,0.17240162,0.17508309,0.17768696,0.18026505,0.1828649,0.18552922,0.18829502,0.19119304,0.19424741,0.19747566,0.20088856,0.20449045,0.20827942,0.21224809,0.21638454,0.2206738,0.22509864,0.22964075,0.23428057,0.23899771,0.24377061,0.24857649,0.25339153,0.25819147,0.2629524,0.26765195,0.2722703,0.2767912,0.28120235,0.28549567,0.28966677,0.2937148,0.29764137,0.3014501,0.30514583,0.30873412,0.31222084,0.31561184,0.3189128,0.32212907,0.32526565,0.32832745,0.33131894,0.33424464,0.33710873,0.33991548,0.34266907,0.34537357,0.34803322,0.35065213,0.35323456,0.35578465,0.35830662,0.36080477,0.36328337,0.3657466,0.36819893,0.370645,0.37308943,0.37553748,0.37799436,0.38046578,0.38295737,0.38547498,0.38802424,0.39061004,0.39323646,0.39590576,0.39861795,0.40137047,0.40415728,0.40696985
13,0.0,0.023423957,0.028139303,0.03202134,0.037422437,0.044110715,0.05139166,0.05878488,0.06617688,0.0735599,0.0809232,0.08827129,0.09565272,0.10314429,0.11078764,0.118512206,0.12609635,0.13325539,0.13977772,0.14555399,0.15054667,0.15477614,0.15832418,0.1613188,0.16390531,0.16622181,0.16838464,0.17048222,0.17257626,0.17470537,0.17688832,0.17912763,0.18141408,0.18373264,0.1860679,0.18840791,0.19074623,0.19308196,0.19541885,0.19776404,0.20012654,0.20251635,0.20494312,0.20741548,0.20994024,0.21252167,0.21516098,0.21785606,0.2206015,0.22338884,0.22620721,0.22904426,0.23188671,0.23472136,0.23753572,0.24031845,0.24305993,0.24575262,0.24839132,0.25097355,0.2534997,0.25597316,0.25840026,0.26078954,0.26315126,0.26549613,0.26783437,0.2701742,0.27252138,0.2748787,0.2772463,0.2796222,0.2820032,0.2843856,0.2867658,0.28914076,0.29150823,0.2938667,0.2962153,0.29855382,0.3008826,0.30320215,0.30551335,0.30781713,0.3101144,0.31240582,0.31469196,0.3169728,0.3192479,0.3215162,0.32377598,0.32602486,0.32825983,0.33047742,0.332674,0.3348461,0.33699107,0.33910745,0.34119606,0.34326044,0.3453071
14,0.0,0.019524492,0.024129244,0.028435938,0.03422368,0.040875807,0.047763888,0.0545257,0.061015323,0.06726387,0.073340334,0.079267524,0.08501655,0.09054105,0.09580494,0.10079991,0.10555861,0.11016456,0.11475362,0.119502075,0.12460379,0.1302431,0.13656464,0.14364116,0.15144575,0.15984398,0.16861984,0.17752987,0.18635985,0.19495925,0.20324574,0.211189,0.2187883,0.22605407,0.23299846,0.23963402,0.24597713,0.2520507,0.2578849,0.2635148,0.26897687,0.27430543,0.2795303,0.28467548,0.28975973,0.29479694,0.29979712,0.3047674,0.30971235,0.3146344,0.31953418,0.32441035,0.3292603,0.33408043,0.33886713,0.34361702,0.3483277,0.35299772,0.35762656,0.36221448,0.36676204,0.3712702,0.3757398,0.3801716,0.3845661,0.38892362,0.39324406,0.39752698,0.4017715,0.40597647,0.4101406,0.4142627,0.41834176,0.4223767,0.42636663,0.43031043,0.43420738,0.438057,0.44185942,0.44561502,0.44932505,0.4529908,0.4566142,0.46019694,0.46374112,0.46724886,0.47072202,0.4741623,0.47757137,0.48095044,0.48430058,0.48762265,0.49091733,0.49418524,0.4974269,0.50064284,0.5038338,0.5070005,0.51014364,0.513264,0.5163623
15,0.0,0.021291211,0.028459592,0.034244366,0.042348538,0.05088033,0.058704335,0.06603714,0.07367652,0.082230434,0.09180898,0.102085344,0.112532005,0.12264568,0.13206351,0.14056471,0.14803217,0.15442951,0.15979463,0.16423586,0.16792272,0.17106284,0.17386791,0.17652425,0.17917268,0.1818969,0.18472171,0.18762928,0.19058508,0.19355549,0.19651388,0.19944142,0.20232522,0.20515682,0.20793088,0.21064444,0.21329665,0.21588834,0.2184215,0.22089908,0.22332454,0.2257017,0.22803444,0.23032653,0.23258169,0.23480342,0.23699516,0.23916015,0.24130172,0.2434232,0.24552804,0.24762,0.24970305,0.25178143,0.25385985,0.25594297,0.25803578,0.26014313,0.26226947,0.2644188,0.26659438,0.26879832,0.2710318,0.27329493,0.27558687,0.2779062,0.2802507,0.28261805,0.2850055,0.28741017,0.28982884,0.29225817,0.2946946,0.29713458,0.29957455,0.30201137,0.3044422,0.30686492,0.30927828,0.3116819,0.31407642,0.31646362,0.31884623,0.32122782,0.3236122,0.32600322,0.32840437,0.33081824,0.33324698,0.33569196,0.3381539,0.34063298,0.3431291,0.34564167,0.34817007,0.35071346,0.35327116,0.35584238,0.35842648,0.3610227,0.3636304
16,0.0,0.024772417,0.030435631,0.035657406,0.040358953,0.045682188,0.052144658,0.05950487,0.06709344,0.0744404,0.08145752,0.08826768,0.09499836,0.10167269,0.10819004,0.11432981,0.11976463,0.12420593,0.12760383,0.13019513,0.13241701,0.13470125,0.13731588,0.14035945,0.14382266,0.14764109,0.15172802,0.155995,0.16036461,0.16477664,0.16918957,0.1735796,0.17793839,0.18226942,0.18658224,0.19088836,0.19519922,0.19952475,0.20387237,0.2082463,0.21264714,0.21707158,0.22151284,0.22596107,0.23040421,0.2348289,0.23922135,0.24356808,0.24785624,0.25207436,0.25621247,0.26026264,0.26421937,0.26807913,0.27184036,0.275503,0.27906826,0.28253826,0.28591582,0.28920454,0.2924083,0.29553145,0.29857862,0.30155456,0.30446404,0.30731195,0.31010327,0.31284294,0.31553578,0.3181867,0.32080036,0.32338113,0.3259329,0.32845914,0.33096233,0.33344406,0.3359047,0.33834362,0.34075934,0.34315017,0.3455146,0.34785202,0.35016283,0.35244808,0.35470924,0.3569479,0.35916534,0.36136267,0.36354074,0.3657,0.36784077,0.3699631,0.3720668,0.37415203,0.37621886,0.37826803,0.38030094,0.38231975,0.3843276,0.38632864,0.388328
17,0.0,0.020426825,0.024872506,0.030389603,0.036096178,0.041987292,0.048158888,0.054687798,0.061545596,0.06859173,0.07557969,0.082223415,0.088298336,0.09372076,0.09855407,0.10294327,0.10703981,0.11096217,0.11479296,0.11859288,0.1224129,0.12629336,0.13025095,0.13426493,0.13826983,0.14216559,0.1458481,0.14924175,0.1523203,0.1551102,0.15768123,0.16012761,0.16254547,0.1650133,0.16757862,0.1702568,0.17304127,0.17591381,0.17884952,0.18182059,0.18479942,0.18776144,0.19068664,0.19356033,0.19637355,0.19912237,0.2018072,0.20443127,0.20699942,0.20951687,0.2119886,0.214419,0.2168118,0.21917024,0.22149697,0.22379442,0.22606483,0.2283102,0.23053238,0.23273326,0.23491451,0.23707777,0.2392246,0.2413564,0.24347453,0.24558021,0.2476745,0.24975833,0.25183263,0.25389802,0.2559551,0.25800425,0.26004598,0.2620804,0.26410773,0.26612812,0.26814166,0.2701484,0.2721485,0.27414203,0.27612907,0.27810982,0.28008413,0.28205198,0.28401294,0.28596625,0.2879109,0.28984553,0.29176837,0.29367784,0.29557234,0.2974506,0.2993119,0.30115604,0.3029833,0.30479458,0.30659094,0.3083738,0.31014484,0.31190565,0.31365794
18,0.0,0.019600522,0.025955098,0.03234085,0.03953681,0.046115942,0.051442496,0.056046825,0.061377887,0.06874191,0.07839555,0.08961769,0.1013915,0.112941496,0.12391792,0.13436384,0.14457281,0.15490128,0.16560884,0.17673247,0.1880223,0.1989987,0.2091192,0.21796265,0.22532757,0.2312176,0.23577549,0.23922962,0.24186411,0.24399185,0.24591954,0.24790435,0.25010863,0.25258878,0.25532928,0.25828418,0.26140362,0.26464447,0.26797268,0.2713627,0.27479482,0.2782521,0.28171855,0.28517896,0.28862008,0.29203153,0.29540622,0.29874015,0.30203217,0.30528328,0.30849642,0.3116754,0.31482434,0.3179473,0.32104754,0.3241278,0.32718965,0.33023432,0.3332623,0.33627373,0.3392687,0.34224698,0.34520835,0.34815243,0.3510788,0.35398698,0.35687634,0.35974628,0.36259615,0.36542532,0.36823326,0.37101954,0.37378415,0.3765276,0.37925118,0.3819565,0.38464576,0.38732138,0.3899858,0.3926413,0.39528966,0.39793238,0.4005706,0.40320483,0.40583527,0.4084615,0.4110827,0.41369745,0.416304,0.41890013,0.42148346,0.4240517,0.4266027,0.42913458,0.43164575,0.4341351,0.43660185,0.43904534,0.44146553,0.44386253,0.4462367
19,0.0,0.025343744,0.029497474,0.034693193,0.041061386,0.04795162,0.055208288,0.06277086,0.07062356,0.07883438,0.08752899,0.09677825,0.10658815,0.116956346,0.127902,0.13945417,0.15157296,0.16403179,0.17642197,0.1883259,0.1994595,0.20969631,0.21904293,0.22760616,0.2355462,0.24302574,0.25017408,0.25707474,0.26376703,0.27025375,0.27651522,0.2825263,0.28826916,0.29373914,0.29894423,0.30390134,0.3086319,0.31315866,0.31750345,0.3216863,0.32572517,0.32963613,0.33343372,0.33713144,0.34074193,0.34427723,0.34774882,0.3511669,0.35453957,0.35787162,0.3611635,0.3644117,0.36760968,0.37074983,0.3738251,0.37683088,0.3797663,0.3826341,0.38544014,0.3881913,0.39089504,0.393558,0.39618614,0.39878434,0.40135637,0.40390503,0.40643242,0.40894,0.4114288,0.41389963,0.41635302,0.4187894,0.42120913,0.42361265,0.4260004,0.42837253,0.4307295,0.43307152,0.43539885,0.4377118,0.4400105,0.4422951,0.44456574,0.44682243,0.44906524,0.45129412,0.45350903,0.45570984,0.45789638,0.46006852,0.462226,0.46436876,0.4664964,0.46860877,0.4707057,0.47278684,0.4748522,0.4769016,0.47893497,0.4809523,0.48295358
20,0.0,0.021996057,0.027854016,0.032932743,0.03867339,0.044533506,0.050108645,0.05540769,0.06063043,0.06601094,0.0717186,0.077812694,0.08424754,0.090899386,0.09760385,0.10419982,0.11056757,0.116646916,0.122434266,0.1279673,0.1333077,0.13852736,0.14369999,0.14889635,0.15418077,0.15960597,0.16520593,0.17098865,0.17693187,0.18298507,0.18907818,0.19513479,0.20108536,0.20687671,0.21247618,0.21787071,0.22306299,0.22806627,0.23289908,0.23758143,0.24213165,0.24656542,0.25089517,0.25512987,0.25927418,0.26332718,0.2672832,0.27113444,0.27487475,0.27850187,0.28201798,0.2854291,0.28874335,0.29197016,0.29511937,0.29820102,0.30122486,0.30420014,0.30713588,0.31004113,0.31292507,0.31579778,0.3186698,0.3215529,0.3244598,0.32740384,0.33039844,0.33345562,0.33658412,0.33978724,0.3430609,0.34639275,0.3497633,0.35314846,0.35652307,0.3598643,0.36315376,0.3663786,0.36953068,0.3726063,0.3756056,0.3785325,0.38139254,0.38419235,0.38693863,0.389638,0.39229703,0.39492184,0.3975176,0.40008914,0.40264076,0.40517652,0.40769997,0.4102138,0.4127187,0.41521353,0.41769657,0.42016765,0.42262834,0.4250811,0.42752877
21,0.0,0.021256575,0.028062198,0.033838574,0.038975373,0.044338368,0.050187174,0.056733705,0.06392345,0.0714319,0.078785434,0.08555948,0.091521725,0.096632056,0.10095636,0.10459904,0.10768513,0.110359974,0.11277954,0.11509094,0.11741653,0.11984852,0.122452185,0.12527314,0.1283445,0.13169257,0.13533965,0.1393039,0.14359705,0.14822124,0.15316524,0.15840062,0.16387954,0.16953556,0.1752866,0.18104084,0.18671384,0.19224907,0.19761875,0.2028163,0.20784898,0.21273142,0.21748249,0.22212428,0.22667967,0.23116893,0.23560464,0.23998767,0.24430543,0.24853414,0.25264496,0.25661144,0.2604159,0.2640527,0.2675271,0.2708524,0.27404603,0.27712682,0.28011307,0.2830214,0.2858657,0.2886574,0.2914052,0.2941157,0.29679382,0.29944324,0.30206713,0.304668,0.30724832,0.30981022,0.3123559,0.3148874,0.31740648,0.31991485,0.32241404,0.32490543,0.32739025,0.3298699,0.33234552,0.33481824,0.33728924,0.33975962,0.34223032,0.34470233,0.34717634,0.34965304,0.3521328,0.35461614,0.35710314,0.35959393,0.36208847,0.36458674,0.3670886,0.36959383,0.37210232,0.3746138,0.377128,0.37964472,0.38216347,0.38468397,0.38720578
22,0.0,0.023110855,0.028052175,0.032162473,0.03593531,0.039916147,0.044661894,0.05003283,0.055645794,0.06116833,0.0663898,0.07129414,0.07603834,0.0808522,0.08591882,0.09130992,0.09699818,0.10290197,0.108927526,0.11499161,0.121030115,0.12699927,0.13286628,0.13858739,0.14409184,0.14930312,0.15417723,0.15872775,0.16301581,0.16712347,0.17113118,0.17510103,0.17907213,0.1830646,0.18708585,0.19113638,0.19521357,0.1993142,0.20343593,0.2075778,0.2117404,0.21592563,0.22013596,0.22437352,0.22863932,0.23293193,0.23724666,0.24157459,0.24590194,0.25021037,0.25447702,0.2586763,0.2627816,0.2667684,0.2706168,0.27431437,0.27785775,0.28125268,0.2845132,0.2876593,0.2907131,0.29369596,0.2966252,0.29951274,0.3023647,0.30518234,0.3079632,0.31070352,0.3133997,0.31604916,0.31865075,0.32120484,0.32371268,0.32617638,0.3285983,0.33098093,0.3333268,0.33563843,0.33791828,0.34016865,0.34239185,0.34459,0.34676516,0.34891933,0.3510543,0.3531719,0.35527375,0.35736135,0.3594362,0.3614996,0.36355275,0.3655969,0.3676331,0.36966234,0.37168556,0.3737037,0.37571755,0.377728,0.37973565,0.38174143,0.3837459
23,0.0,0.025758697,0.03490632,0.041654356,0.046675824,0.05196454,0.058492057,0.06658526,0.07597132,0.08604399,0.09608863,0.10550487,0.113959305,0.12141847,0.12807287,0.13419423,0.13998269,0.1454918,0.15066935,0.15544811,0.15979704,0.16372721,0.16729014,0.17057367,0.17368379,0.17671922,0.17975613,0.18284583,0.18601723,0.18927947,0.19262315,0.1960239,0.19945475,0.20290223,0.20637141,0.20987788,0.21343704,0.21705832,0.2207451,0.22449717,0.22831343,0.23219363,0.23613894,0.24015225,0.24423757,0.24839973,0.25264317,0.25697127,0.26138464,0.26587978,0.27044764,0.27507237,0.27973184,0.28439906,0.28904513,0.29364267,0.2981689,0.3026074,0.30694863,0.3111892,0.3153304,0.3193763,0.3233325,0.32720512,0.33099997,0.3347221,0.338376,0.34196517,0.3454927,0.34896103,0.35237226,0.35572836,0.35903117,0.36228275,0.3654854,0.36864144,0.37175363,0.3748248,0.37785783,0.38085577,0.3838214,0.38675758,0.389667,0.3925523,0.39541566,0.39825955,0.40108618,0.40389755,0.40669584,0.40948313,0.41226137,0.41503268,0.41779906,0.42056254,0.423325,0.42608833,0.4288541,0.43162417,0.4343998,0.4371826,0.43997386
24,0.0,0.022139486,0.026105085,0.028480567,0.032585476,0.038275905,0.045149855,0.052789636,0.060624164,0.06821279,0.07534294,0.08198847,0.088237174,0.09422229,0.10007719,0.10592681,0.11189623,0.1181054,0.124648124,0.13156891,0.13884796,0.14640282,0.15413389,0.16195114,0.16973107,0.17731225,0.18456468,0.19144204,0.19798988,0.20432687,0.21060048,0.21693881,0.22342104,0.2300752,0.23688763,0.24381086,0.25077468,0.257699,0.26450336,0.27111468,0.2774733,0.28353673,0.2892809,0.2946997,0.29980227,0.30460927,0.30914825,0.31344977,0.31754464,0.3214626,0.3252317,0.32887852,0.3324285,0.3359059,0.33933344,0.34273148,0.34611654,0.3495004,0.3528908,0.35629165,0.35970506,0.36313215,0.36657384,0.37003127,0.373506,0.37700012,0.38051638,0.38405803,0.3876289,0.39123303,0.39487427,0.3985558,0.4022793,0.40604404,0.4098464,0.4136793,0.4175325,0.42139268,0.42524514,0.4290762,0.43287495,0.43663514,0.44035468,0.44403479,0.44767871,0.45129037,0.45487353,0.4584311,0.46196488,0.465475,0.4689601,0.47241768,0.4758439,0.47923452,0.48258546,0.485893,0.48915452,0.49236846,0.49553475,0.49865448,0.5017294
25,0.0,0.023504648,0.029885273,0.036198653,0.04218238,0.047315724,0.05190231,0.056571793,0.061884012,0.06825884,0.07581849,0.08434473,0.09340926,0.10260856,0.111651905,0.12037368,0.12868546,0.13652521,0.14385098,0.15073898,0.15739076,0.16398089,0.17056969,0.17711873,0.18353,0.18969716,0.19555311,0.20108151,0.20630042,0.21124128,0.21593404,0.2204019,0.2246632,0.2287354,0.23263739,0.2363903,0.24001719,0.24354231,0.24699005,0.25038403,0.25374618,0.2570958,0.26044813,0.26381308,0.26719362,0.2705845,0.2739725,0.27733693,0.2806525,0.2838925,0.28703249,0.29005325,0.29294246,0.2956951,0.2983126,0.30080155,0.30317187,0.30543542,0.30760455,0.30969143,0.3117071,0.31366158,0.31556347,0.31742015,0.31923792,0.32102194,0.32277682,0.32450622,0.32621345,0.32790142,0.3295725,0.33122906,0.33287308,0.33450645,0.3361308,0.33774772,0.3393587,0.34096503,0.34256783,0.34416837,0.34576753,0.34736633,0.34896556,0.35056594,0.3521682,0.3537729,0.3553806,0.35699165,0.35860658,0.3602256,0.36184898,0.36347702,0.3651099,0.3667477,0.3683906,0.37003863,0.37169188,0.37335038,0.37501425,0.37668347,0.37835813
26,0.0,0.020910513,0.026819741,0.031113394,0.034696843,0.038675178,0.04349681,0.049044725,0.055025935,0.061248004,0.067634486,0.074158855,0.08074154,0.08716973,0.09319944,0.09873893,0.10400895,0.10932266,0.1148262,0.1205122,0.12632158,0.13219579,0.13809088,0.14397845,0.14984116,0.15566687,0.16144618,0.1671743,0.17285392,0.17849685,0.184122,0.18974817,0.19538608,0.20103934,0.20670582,0.21237782,0.21804973,0.223719,0.22937976,0.2350186,0.24061671,0.24615449,0.25161368,0.25697652,0.26222512,0.26734293,0.27231756,0.27714148,0.28181186,0.28632993,0.29070145,0.29493666,0.29904914,0.30305418,0.30696648,0.31079823,0.3145582,0.3182519,0.32188252,0.32545242,0.32896402,0.3324213,0.3358303,0.33919987,0.34254107,0.34586653,0.34918943,0.3525222,0.35587436,0.35925037,0.3626485,0.3660602,0.36947206,0.37286803,0.37623197,0.37954992,0.38281068,0.38600656,0.38913277,0.3921866,0.39516756,0.398076,0.40091306,0.40368047,0.40638053,0.40901572,0.41158915,0.41410455,0.41656622,0.4189791,0.42134863,0.42368037,0.42597967,0.42825133,0.4304989,0.43272462,0.4349292,0.437112,0.43927154,0.4414057,0.44351226
27,0.0,0.020959023,0.024603058,0.02772331,0.032585744,0.038642567,0.04503067,0.05166565,0.058624413,0.06585143,0.07311201,0.08004422,0.08627474,0.09156424,0.09590926,0.09950683,0.10264664,0.105612494,0.10856301,0.111528024,0.1144769,0.11738279,0.120247275,0.12309667,0.12597013,0.12890896,0.13194959,0.13512157,0.13844784,0.14194195,0.14560455,0.14942263,0.1533718,0.15741883,0.16152523,0.16565192,0.16976401,0.17383394,0.17784287,0.18178034,0.18564236,0.18942979,0.19314618,0.19679675,0.2003869,0.2039216,0.20740458,0.21083848,0.21422456,0.21756344,0.22085558,0.22410195,0.22730431,0.23046526,0.23358822,0.236677,0.2397357,0.242768,0.24577741,0.24876691,0.25173908,0.25469607,0.25763956,0.26057085,0.2634911,0.26640105,0.26930124,0.27219215,0.27507395,0.27794683,0.28081074,0.28366563,0.2865113,0.28934756,0.29217398,0.2949902,0.2977957,0.30058992,0.3033722,0.3061419,0.30889848,0.31164122,0.31436962,0.31708306,0.3197811,0.3224631,0.3251285,0.32777667,0.33040705,0.33301893,0.33561185,0.33818516,0.34073848,0.3432714,0.3457838,0.34827542,0.3507463,0.3531964,0.35562596,0.3580351,0.36042416
28,0.0,0.02272023,0.026749967,0.029627286,0.033267375,0.03777375,0.04307402,0.04881935,0.054725632,0.060657,0.06653466,0.07234657,0.07816964,0.08413782,0.09037062,0.096908726,0.10369864,0.110630214,0.117592864,0.12450255,0.1312841,0.13785191,0.14412321,0.15005393,0.15566833,0.1610421,0.16625378,0.17135225,0.17635272,0.181248,0.18602125,0.19065426,0.19513126,0.19944173,0.20358223,0.20755665,0.21137495,0.21505094,0.21859953,0.22203496,0.2253699,0.22861478,0.23177822,0.23486705,0.23788664,0.24084127,0.24373445,0.24656934,0.24934885,0.25207585,0.2547533,0.25738403,0.259971,0.26251712,0.2650251,0.26749766,0.26993728,0.27234644,0.27472752,0.2770827,0.27941415,0.28172386,0.2840138,0.28628588,0.28854188,0.29078358,0.2930127,0.29523084,0.29743955,0.2996404,0.3018346,0.30402347,0.30620813,0.3083895,0.31056848,0.31274578,0.31492192,0.31709749,0.31927285,0.3214483,0.32362393,0.32579997,0.32797632,0.33015305,0.33233005,0.33450708,0.33668405,0.33886066,0.3410367,0.3432118,0.34538552,0.34755763,0.3497276,0.35189512,0.35405973,0.356221,0.3583786,0.36053205,0.36268112,0.36482546,0.36696467
29,0.0,0.023998862,0.027480552,0.033225242,0.039889928,0.047289167,0.054660857,0.061570857,0.06794835,0.07393716,0.079685375,0.08524998,0.09063053,0.095832005,0.10089225,0.105879396,0.11088419,0.11601225,0.121366225,0.12701312,0.13294716,0.1390705,0.14521113,0.1511742,0.15679872,0.16199218,0.16673782,0.1710828,0.17511687,0.17894852,0.18268289,0.18640636,0.19017902,0.19403487,0.19798672,0.20203273,0.20616195,0.21035826,0.21460362,0.21887994,0.22317086,0.22746292,0.23174618,0.23601373,0.24026026,0.24448009,0.24866524,0.25280425,0.2568825,0.26088417,0.26479587,0.26861012,0.27232826,0.27596065,0.27952528,0.2830437,0.2865372,0.29002345,0.2935149,0.29701856,0.3005366,0.30406755,0.30760783,0.31115296,0.31469798,0.3182386,0.32177117,0.32529336,0.32880396,0.3323026,0.33579004,0.33926716,0.34273514,0.34619495,0.34964737,0.35309258,0.3565308,0.35996157,0.36338428,0.36679804,0.3702018,0.3735944,0.37697452,0.38034114,0.38369307,0.38702947,0.39034957,0.39365292,0.39693892,0.40020752,0.4034585,0.40669197,0.40990824,0.4131075,0.41629052,0.41945776,0.42260998,0.42574796,0.4288725,0.4319844,0.43508437
30,0.0,0.0241413,0.028667023,0.03270827,0.037558053,0.043333966,0.049570985,0.056028973,0.06287538,0.07035011,0.078593574,0.08757669,0.09715734,0.1071855,0.11756183,0.12824029,0.13920137,0.15040654,0.16171727,0.17279497,0.18308538,0.1919974,0.19920132,0.20480527,0.20927463,0.2131866,0.21701011,0.22102748,0.22536168,0.23002465,0.23496594,0.24011414,0.24540575,0.25080234,0.25629267,0.26187983,0.2675614,0.27331457,0.27909112,0.28482476,0.2904482,0.29591003,0.3011851,0.30627376,0.31119487,0.3159764,0.3206479,0.325235,0.329757,0.3342262,0.33864808,0.3430234,0.3473497,0.35162368,0.35584232,0.3600043,0.36411002,0.3681618,0.372163,0.3761181,0.38003176,0.38390863,0.38775325,0.39157045,0.3953659,0.39914656,0.40292042,0.40669635,0.41048256,0.41428584,0.4181106,0.42195842,0.42582795,0.42971566,0.43361592,0.43752226,0.44142732,0.44532424,0.44920698,0.45307124,0.45691392,0.4607336,0.4645294,0.46830115,0.47204897,0.47577327,0.47947475,0.48315442,0.48681355,0.49045372,0.49407697,0.4976853,0.50128126,0.5048674,0.5084463,0.51202047,0.5155924,0.51916385,0.52273595,0.5263085,0.5298798
31,0.0,0.025355013,0.030342657,0.03664734,0.04394745,0.050591484,0.056124195,0.06112039,0.06618023,0.071590416,0.07740699,0.08354948,0.08986536,0.096189,0.10238891,0.10839615,0.11420809,0.11987017,0.12544951,0.13101195,0.13660598,0.1422559,0.14796409,0.15371728,0.15949318,0.16526586,0.17100991,0.17670365,0.18233103,0.18788232,0.19335341,0.19874457,0.20405897,0.20930141,0.21447723,0.21959195,0.22465104,0.22965954,0.23462224,0.23954326,0.24442612,0.24927372,0.2540883,0.25887182,0.26362625,0.26835385,0.27305728,0.27773887,0.282399,0.28703547,0.29164332,0.2962155,0.3007431,0.30521727,0.3096317,0.3139828,0.318269,0.3224901,0.32664713,0.330742,0.33477744,0.33875665,0.34268284,0.34655908,0.3503881,0.35417196,0.3579125,0.36161098,0.3652685,0.36888582,0.3724636,0.3760023,0.37950256,0.38296488,0.3863901,0.3897792,0.3931333,0.39645395,0.39974228,0.40299946,0.4062262,0.40942305,0.41259047,0.41572928,0.41884068,0.42192626,0.42498827,0.42802897,0.431051,0.43405694,0.43704945,0.4400313,0.44300494,0.44597307,0.44893843,0.45190364,0.45487174,0.4578456,0.460828,0.46382114,0.46682638
