optimizer_steps,loss,physical_velocity_mse,spectral_relative_error,velocity_nrmse,velocity_nrmse_u,velocity_nrmse_v,gradient_norm,rollout_nrmse,final_rollout_nrmse,boundary_normal_mse,stable
3800.0,0.003874510060995817,4.1416020394535735e-05,0.004653355572372675,0.03872651234269142,0.04816358536481857,0.021601477637887,3.84035325050354,nan,nan,nan,1.0
3900.0,0.002510328544303775,3.882137389155105e-05,0.002977787284180522,0.03567694127559662,0.01595756597816944,0.050295908004045486,2.0040035247802734,nan,nan,nan,1.0
4000.0,0.023618444800376892,0.00011642013123491779,0.026783905923366547,0.12898175418376923,0.10592462867498398,0.13905906677246094,8.056647300720215,nan,nan,nan,1.0
4100.0,0.0005592149100266397,3.6755714972969145e-05,0.00043656345224007964,0.018945075571537018,0.02938089892268181,0.0144982123747468,3.1509125232696533,nan,nan,nan,1.0
4200.0,0.001140715554356575,3.259431105107069e-05,0.0012163718929514289,0.02100268565118313,0.03527064993977547,0.02056962437927723,5.635653495788574,nan,nan,nan,1.0
4300.0,0.0012886420590803027,3.0305109248729423e-05,0.0014255708083510399,0.02319190464913845,0.025336915627121925,0.029424941167235374,5.136213779449463,nan,nan,nan,1.0
4400.0,0.000968319596722722,2.8438924346119165e-05,0.0010277440305799246,0.020266519859433174,0.02460377663373947,0.024801960214972496,5.418622016906738,nan,nan,nan,1.0
4500.0,0.0010758235584944487,2.6629684725776315e-05,0.0011765171075239778,0.021302826702594757,0.026352951303124428,0.024780191481113434,4.788145065307617,nan,nan,nan,1.0
4600.0,0.0011283777421340346,2.4936500267358497e-05,0.0012538786977529526,0.02176758460700512,0.02994736097753048,0.023921461775898933,4.397236347198486,nan,nan,nan,1.0
4700.0,0.001128078205510974,2.333101292606443e-05,0.0012649759883061051,0.02194303087890148,0.02374100312590599,0.02709919959306717,4.148225784301758,nan,nan,nan,1.0
4800.0,0.0013789759250357747,2.1809824829688296e-05,0.001597721828147769,0.024295318871736526,0.015669241547584534,0.03370961919426918,3.3534061908721924,nan,nan,nan,1.0
4900.0,0.002162936609238386,2.0164294255664572e-05,0.0026120957918465137,0.030356839299201965,0.014192902483046055,0.04310878738760948,1.6858099699020386,nan,nan,nan,1.0
5000.0,0.0013782365713268518,1.8573693523649126e-05,0.00161731184925884,0.024484943598508835,0.012106718495488167,0.03460486978292465,2.84709095954895,nan,nan,nan,1.0
